30.3323,32.0726,32.3442,31.2663,31.4093,36.9798,35.0312,29.4214,30.8956,34.5701,30.1306,27.8206,28.1077,25.221,25.203,28.8419,30.4724,26.8214,24.0263,25.8838,28.5658,30.9513,31.8142,32.6342,34.869,35.8499,31.0968,26.144,26.46,28.2978,30.6929,32.5271,33.9555,37.3453,36.0473,35.4555,34.7335,28.2574,27.5905,31.4684,32.8597,31.4454,30.7876,22.1166,18.2907,17.9331,15.2535,12.3772,10.2555,13.8421,15.0649,13.4391,14.737,19.525,26.7228,31.7726,37.4046,44.3894,51.7052,59.035,62.8932,66.756,70.5238,73.6542,76.0479,69.2831,63.2029,58.7518,50.8648,42.4374,31.8243,19.1728,14.153,14.4836,15.2226,7.7144,8.77068,17.2809,23.8772,25.7265,30.2067,37.5739,40.0875,46.0046,47.6915,42.9541,40.8078,34.3126,30.4326,29.481,31.7833,34.6193,32.4806,33.5177,37.6458,33.5253,28.3193,25.0257,25.0111,30.0053,32.0404,29.8052,32.7312,34.3696,35.4511,35.0763,41.3322,41.8197,37.3755,36.5338,37.5559,31.7969,30.0068,31.337,35.885,35.2933,30.6697,35.6264,36.6894,38.6087,37.8975,38.3059,34.424,32.6959,29.6965
27.4674,29.1611,29.4697,28.2511,28.4186,34.2762,32.1879,26.367,27.9688,31.7059,27.0064,24.7646,25.15,22.0434,22.0148,25.7878,27.5476,23.8606,20.9431,22.8395,25.6265,28.0838,29.0181,29.7589,32.1166,33.0488,28.1752,23.0082,23.2954,25.336,27.8676,29.7377,31.2014,34.6593,33.4382,32.7151,32.0565,25.2975,24.5307,28.5092,30.0076,28.7344,28.14,19.2494,15.0577,14.1296,11.1247,7.85978,5.54273,9.48895,10.6631,8.8329,10.0892,15.1453,22.6746,27.9507,33.6999,40.8262,48.3993,55.5665,59.745,63.858,67.6023,70.6956,73.1517,66.3839,60.2607,55.6525,47.4391,38.5414,27.5274,14.325,9.09251,9.6036,10.3305,2.43686,3.65806,12.8744,20.7406,22.9431,27.5247,34.9932,37.4933,43.6486,45.3662,40.374,38.2309,31.3955,27.3731,26.3974,28.721,31.6942,29.4963,30.637,34.8888,30.5683,25.002,21.6974,21.7329,26.9767,29.1047,26.9566,29.799,31.5773,32.7401,32.3372,38.797,39.2864,34.6893,33.9738,34.9852,28.9909,27.1222,28.6619,33.3334,32.7352,27.8701,33.1268,34.1485,36.1965,35.4019,35.7536,31.763,29.9608,26.9728
29.8406,31.6841,32.2275,31.1389,31.272,36.8785,34.9252,29.4237,30.8846,34.5596,30.0574,27.5469,27.7105,25.0626,25.1652,28.712,30.1832,26.4546,23.632,25.4734,28.3743,30.7754,31.4445,32.1848,34.6174,35.576,30.751,25.8915,26.2145,27.8795,30.1027,31.9318,33.501,36.8888,35.5292,34.8362,34.076,27.6925,27.136,30.9765,32.4914,31.237,30.6046,22.3953,19.287,20.0688,17.8786,15.1653,13.029,16.4826,17.8002,16.3929,18.0175,23.1262,30.3324,35.1199,40.7425,47.6669,54.902,62.1471,66.2247,70.3091,74.1618,77.1736,79.3397,72.6808,66.4078,61.9557,54.1255,45.947,35.4925,22.6635,17.5074,17.5945,18.1237,10.7493,11.7153,18.6776,23.8852,25.5878,29.7116,36.902,39.5191,45.3435,47.122,42.4757,40.1582,33.8723,29.9711,29.0289,31.2257,33.8128,31.7944,32.7191,36.6977,32.6382,27.83,24.7865,24.5735,29.398,31.399,29.148,32.0812,33.7242,34.8561,34.647,40.8484,41.1857,36.8709,36.0273,36.9113,31.313,29.528,30.932,35.4063,34.9212,30.4015,35.1958,36.2017,38.2107,37.5272,37.9047,34.1373,32.3733,29.4487
26.6314,28.6044,29.6234,28.3993,28.5366,34.4432,32.365,26.8632,28.4097,32.1382,27.3148,24.534,24.5779,22.1361,22.427,25.9356,27.2548,23.3692,20.3987,22.2467,25.5937,28.0806,28.4925,29.0361,31.8954,32.7767,27.7328,22.8462,23.1564,24.7089,26.7656,28.6166,30.4457,33.8873,32.4916,31.5228,30.7533,24.2839,23.8241,27.6877,29.4949,28.6204,28.0827,20.444,18.2025,20.369,18.7062,15.9333,13.609,17.147,18.5787,17.3573,19.4814,25.3397,32.838,37.3861,43.0917,50.0365,57.3552,64.3254,69.0309,73.6877,77.6597,80.4463,82.2923,75.8042,69.1798,64.5941,56.5828,48.4166,37.8848,24.3031,18.7456,18.5862,18.762,11.2829,12.2395,17.2628,21.2652,23.0242,26.6505,33.6367,36.4117,42.2843,44.2384,39.5274,36.9325,30.7033,26.6479,25.7009,27.7429,30.0382,28.1667,28.9945,32.8324,28.7049,24.2449,21.6012,21.1057,25.8623,27.8857,25.682,28.5564,30.3246,31.6071,31.6455,37.9288,38.0222,33.7904,33.0497,33.6989,28.1659,26.3232,28.024,32.4812,32.165,27.6126,32.3933,33.2709,35.5348,34.8266,35.1059,31.4347,29.5496,26.757
28.6065,30.4138,30.9346,29.7835,29.9291,35.6613,33.645,28.0316,29.5526,33.2561,28.6444,26.1942,26.4204,23.6377,23.718,27.3392,28.8924,25.1587,22.2843,24.1458,27.0628,29.4943,30.2241,30.9398,33.3997,34.3394,29.4699,24.4993,24.8081,26.5906,28.901,30.7472,32.312,35.7311,34.4155,33.6774,32.9516,26.4258,25.8078,29.6994,31.2453,30.032,29.4247,21.0484,17.6693,18.0258,15.6165,12.7024,10.4792,14.116,15.3976,13.8655,15.4238,20.6081,27.9642,32.8927,38.5701,45.5678,52.9318,60.1151,64.3069,68.4731,72.3028,75.3149,77.5424,70.8668,64.6022,60.0786,52.0915,43.6626,33.0024,19.9481,14.7149,14.9196,15.4737,7.90428,8.95846,16.4671,22.4548,24.3396,28.5614,35.8236,38.4195,44.3659,46.145,41.3695,39.0782,32.607,28.644,27.6895,29.9112,32.597,30.5341,31.5223,35.579,31.4195,26.3894,23.3046,23.1432,28.1061,30.1544,27.9454,30.8394,32.5455,33.7071,33.4612,39.7634,40.1234,35.7201,34.9343,35.8334,30.1046,28.283,29.7719,34.3131,33.8095,29.1647,34.1193,35.1147,37.1693,36.4438,36.7999,32.9664,31.1738,28.2436
29.4597,31.4723,32.4392,31.3532,31.4671,37.091,35.1496,29.8478,31.2704,34.9376,30.3721,27.5362,27.4914,25.2504,25.5446,28.9276,30.1298,26.284,23.4347,25.2456,28.4772,30.893,31.2465,31.8721,34.5997,35.5299,30.6081,25.9252,26.2632,27.6277,29.5611,31.3773,33.1636,36.5388,35.0716,34.237,33.4078,27.2094,26.8407,30.6083,32.3034,31.2817,30.6806,23.2295,21.3032,23.9602,22.5867,20.1838,18.0513,21.2458,22.7194,21.6849,23.8304,29.4079,36.5818,40.9243,46.5159,53.3258,60.398,67.532,71.9115,76.3109,80.3009,83.1306,84.9292,78.4377,71.8666,67.4346,59.7389,52.0176,41.8682,28.8353,23.4936,23.1721,23.3721,16.2617,17.0625,21.4867,24.3297,25.7522,29.3003,36.198,38.9801,44.6254,46.544,42.0767,39.4887,33.5797,29.6646,28.7407,30.768,32.944,31.1232,31.8563,35.5822,31.6465,27.5152,24.8676,24.3348,28.8575,30.792,28.5041,31.4599,33.0911,34.2911,34.3472,40.4345,40.5349,36.445,35.581,36.2487,30.9363,29.17,30.6618,35.0026,34.6866,30.364,34.8611,35.7825,37.9153,37.287,37.6235,34.0517,32.2412,29.433
24.3109,26.9324,29.62,28.365,28.4347,34.4924,32.4201,27.6391,29.0724,32.7884,27.6422,23.6072,22.8636,21.9511,22.9893,25.8955,26.1989,21.8439,18.7337,20.4732,25.1453,27.7104,26.9077,26.9795,31.0292,31.7851,26.3272,22.0699,22.4308,22.8656,23.8271,25.638,28.3275,31.7395,29.9444,28.3836,27.3623,21.5356,21.7821,25.3894,27.9331,28.0105,27.6136,22.8796,25.1594,34.5019,35.9417,34.2717,31.9058,34.5333,36.5619,36.7407,40.892,48.6631,56.1308,59.0026,64.6208,71.1583,77.9139,84.402,90.3822,96.3444,100.847,102.91,103.335,97.502,89.6981,85.1453,77.5663,71.0538,61.6006,47.0609,40.7152,39.0082,37.8917,31.3347,31.6923,26.9842,22.0972,22.862,24.2637,30.1332,33.5503,38.7908,41.3026,37.2181,33.5653,28.713,24.5622,23.6795,25.0645,25.7898,24.675,24.783,27.6671,23.9665,22.052,20.955,19.222,22.8692,24.6592,22.3362,25.2753,27.0373,28.6106,29.6788,35.5746,34.7407,31.3455,30.5614,30.361,25.8787,24.0867,26.1916,30.1623,30.5059,26.6554,30.3592,30.894,33.6798,33.1636,33.2661,30.3291,28.2406,25.907
26.5775,29.1418,31.5755,30.4204,30.4827,36.3244,34.3463,29.6101,30.9721,34.6472,29.7222,25.8127,25.1103,24.1376,25.0805,27.9781,28.3329,24.0667,21.059,22.7869,27.2058,29.7114,29.0267,29.217,33.0199,33.8261,28.507,24.3091,24.6826,25.1327,26.1516,27.9435,30.4911,33.8608,32.0682,30.6779,29.648,23.9256,24.1431,27.7172,30.087,29.9379,29.4787,24.4956,26.4042,35.1506,36.3862,34.8293,32.6019,35.1097,37.0896,37.2154,41.1169,48.4434,55.6898,58.6376,64.1881,70.6851,77.343,84.0078,89.5953,95.2084,99.6541,101.842,102.419,96.4983,88.8854,84.435,77.0186,70.5992,61.2707,47.2371,41.1441,39.5266,38.5955,32.1742,32.5019,28.648,24.1164,24.7773,26.415,32.3689,35.7071,40.8722,43.2867,39.2895,35.7797,30.9699,26.9291,26.0539,27.5145,28.3618,27.1835,27.3198,30.2505,26.6274,24.6089,23.3073,21.7099,25.3395,27.0982,24.7324,27.7195,29.3873,30.8653,31.8114,37.6217,36.9137,33.5078,32.6438,32.5671,28.1008,26.3553,28.2622,32.2157,32.4732,28.6907,32.3382,32.948,35.5748,35.0889,35.2543,32.2905,30.2803,27.876
34.5874,36.833,38.0906,37.2743,37.3255,42.4176,40.7522,36.0225,37.1696,40.7109,36.5865,33.3432,32.9336,31.4579,31.9357,34.9241,35.6507,31.7736,29.1345,30.8451,34.1589,36.4506,36.3992,37.0777,39.823,40.8216,36.0466,31.9219,32.3276,33.0498,34.4765,36.2132,38.1176,41.3525,39.647,38.9417,37.9329,32.4309,32.4124,35.9264,37.5711,36.4792,35.7845,29.3976,29.1751,34.5164,34.4582,33.0596,31.3022,33.5912,35.2906,34.9629,37.6314,43.0985,49.6139,53.1465,58.4886,64.9314,71.3752,78.7239,82.7511,86.943,91.0945,93.8397,95.2063,88.8632,82.1198,78.0039,71.0442,64.6075,55.4815,43.3231,38.228,37.2144,37.1568,31.0052,31.3512,32.268,30.6782,31.1898,34.054,40.5094,43.4579,48.4971,50.4768,46.6469,43.8222,38.882,35.2263,34.3636,36.206,37.7703,36.2306,36.6033,39.8783,36.4289,33.5602,31.2713,30.3703,34.1607,35.8615,33.3765,36.5109,37.8657,38.969,39.3047,44.9067,44.8014,41.1945,40.073,40.5764,35.9556,34.3549,35.5227,39.5147,39.3552,35.6602,39.3331,40.2609,42.2544,41.8317,42.2412,39.0431,37.334,34.6034
40.8282,42.9773,43.6813,43.1473,43.1704,47.6605,46.2652,41.7379,42.6695,46.0926,42.5671,39.5531,39.1799,37.6901,37.9727,40.8745,41.6428,37.9714,35.6106,37.2767,40.0039,42.1335,42.2938,43.2625,45.4252,46.5547,42.1336,38.2436,38.6907,39.3413,40.8188,42.4971,44.0846,47.1956,45.456,45.1769,44.1175,38.98,38.9518,42.3442,43.5679,41.9268,41.0684,34.2698,33.4531,37.8317,37.5103,36.5487,35.1833,37.036,38.6576,38.3231,40.487,44.8805,50.7601,54.3369,59.4763,65.7613,71.8676,79.6717,82.7078,86.0365,90.0803,93.1066,94.7622,88.2357,81.9165,78.0967,71.6469,65.6471,56.9893,46.1788,41.7248,40.807,41.146,35.4777,35.676,38.0296,36.5371,36.649,39.9583,46.5392,49.3286,54.087,55.846,52.3307,49.8051,45.1291,41.7778,40.9434,42.934,44.685,43.0418,43.4209,46.7309,43.547,40.6439,37.93,37.2887,40.9141,42.5015,39.8817,43.1601,44.2447,45.1058,45.1987,50.5161,50.675,47.124,45.7695,46.5389,42.0723,40.6098,41.2535,45.1459,44.8086,41.3803,44.7809,45.8881,47.4806,47.1645,47.7353,44.5366,43.0304,40.145
