1.40725e+161,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
-1.13488e+159,0
